merchant_name,slug,mcc_code,mcc_description,category
CVS Pharmacy - Philadelphia,cvs-pharmacy-philadelphia,5912,Drug Stores and Pharmacies,pharmacy
CVS Pharmacy - Phoenix,cvs-pharmacy-phoenix,5912,Drug Stores and Pharmacies,pharmacy
CVS Pharmacy - Pittsburgh,cvs-pharmacy-pittsburgh,5912,Drug Stores and Pharmacies,pharmacy
CVS Pharmacy - Plano,cvs-pharmacy-plano,5912,Drug Stores and Pharmacies,pharmacy
CVS Pharmacy - Portland,cvs-pharmacy-portland,5912,Drug Stores and Pharmacies,pharmacy
CVS Pharmacy - Raleigh,cvs-pharmacy-raleigh,5912,Drug Stores and Pharmacies,pharmacy
CVS Pharmacy - Riverside,cvs-pharmacy-riverside,5912,Drug Stores and Pharmacies,pharmacy
CVS Pharmacy - Sacramento,cvs-pharmacy-sacramento,5912,Drug Stores and Pharmacies,pharmacy
CVS Pharmacy - San Antonio,cvs-pharmacy-san-antonio,5912,Drug Stores and Pharmacies,pharmacy
CVS Pharmacy - San Diego,cvs-pharmacy-san-diego,5912,Drug Stores and Pharmacies,pharmacy
CVS Pharmacy - San Francisco,cvs-pharmacy-san-francisco,5912,Drug Stores and Pharmacies,pharmacy
CVS Pharmacy - San Jose,cvs-pharmacy-san-jose,5912,Drug Stores and Pharmacies,pharmacy
CVS Pharmacy - Santa Ana,cvs-pharmacy-santa-ana,5912,Drug Stores and Pharmacies,pharmacy
CVS Pharmacy - Seattle,cvs-pharmacy-seattle,5912,Drug Stores and Pharmacies,pharmacy
CVS Pharmacy - St. Louis,cvs-pharmacy-st-louis,5912,Drug Stores and Pharmacies,pharmacy
CVS Pharmacy - St. Paul,cvs-pharmacy-st-paul,5912,Drug Stores and Pharmacies,pharmacy
CVS Pharmacy - St. Petersburg,cvs-pharmacy-st-petersburg,5912,Drug Stores and Pharmacies,pharmacy
CVS Pharmacy - Stockton,cvs-pharmacy-stockton,5912,Drug Stores and Pharmacies,pharmacy
CVS Pharmacy - Tampa,cvs-pharmacy-tampa,5912,Drug Stores and Pharmacies,pharmacy
CVS Pharmacy - Toledo,cvs-pharmacy-toledo,5912,Drug Stores and Pharmacies,pharmacy
CVS Pharmacy - Tucson,cvs-pharmacy-tucson,5912,Drug Stores and Pharmacies,pharmacy
CVS Pharmacy - Virginia Beach,cvs-pharmacy-virginia-beach,5912,Drug Stores and Pharmacies,pharmacy
CVS Pharmacy - Washington,cvs-pharmacy-washington,5912,Drug Stores and Pharmacies,pharmacy
CVS Pharmacy - Winston-Salem,cvs-pharmacy-winston-salem,5912,Drug Stores and Pharmacies,pharmacy
CycleBar,cyclebar,7997,"Membership Clubs (Sports, Recreation, Athletic), Country Clubs, and Private Golf Courses",entertainment
Czech Airlines,czech-airlines,4511,"Airlines, Air Carriers ( not listed elsewhere)",transportation
Dairy Queen,dairy-queen,5812,Eating places and Restaurants,dining
Dallas Area Rapid Transit (DART),dallas-area-rapid-transit-dart,4111,"Local/Suburban Commuter Passenger Transportation – Railroads, Feries, Local Water Transportation.",transportation
Dave & Buster's,dave-busters,5812,Eating places and Restaurants,dining
Dave & Buster's Bar,dave-busters-bar,5813,"Drinking Places (Alcoholic Beverages), Bars, Taverns, Cocktail lounges, Nightclubs and Discotheques",dining
Days Inn,days-inn,7011,"Lodging – Hotels, Motels, Resorts, Central Reservation Services (not elsewhere classified)",lodging
Days Inn by Wyndham,days-inn-by-wyndham,7011,"Lodging – Hotels, Motels, Resorts, Central Reservation Services (not elsewhere classified)",lodging
Deezer,deezer,5816,Digital Goods: Games,digital
Del Taco,del-taco,5812,Eating places and Restaurants,dining
Dell Technologies,dell,5732,Electronic Sales,home
Dell Technologies,dell-technologies,5734,Computer Software Stores,software
Delta Air Lines,delta-air-lines,4511,"Airlines, Air Carriers ( not listed elsewhere)",transportation
Delta Air Lines,delta,4511,"Airlines, Air Carriers ( not listed elsewhere)",transportation
Delta Hotels,delta-hotels,7011,"Lodging – Hotels, Motels, Resorts, Central Reservation Services (not elsewhere classified)",lodging
Denny's,dennys,5812,Eating places and Restaurants,dining
Denny's - Albuquerque,dennys-albuquerque,5812,Eating places and Restaurants,dining
Denny's - Anaheim,dennys-anaheim,5812,Eating places and Restaurants,dining
Denny's - Anchorage,dennys-anchorage,5812,Eating places and Restaurants,dining
Denny's - Arlington,dennys-arlington,5812,Eating places and Restaurants,dining
Denny's - Atlanta,dennys-atlanta,5812,Eating places and Restaurants,dining
Denny's - Aurora,dennys-aurora,5812,Eating places and Restaurants,dining
Denny's - Austin,dennys-austin,5812,Eating places and Restaurants,dining
Denny's - Bakersfield,dennys-bakersfield,5812,Eating places and Restaurants,dining
Denny's - Baltimore,dennys-baltimore,5812,Eating places and Restaurants,dining
Denny's - Boston,dennys-boston,5812,Eating places and Restaurants,dining
Denny's - Charlotte,dennys-charlotte,5812,Eating places and Restaurants,dining
Denny's - Chicago,dennys-chicago,5812,Eating places and Restaurants,dining
Denny's - Cincinnati,dennys-cincinnati,5812,Eating places and Restaurants,dining
Denny's - Colorado Springs,dennys-colorado-springs,5812,Eating places and Restaurants,dining
Denny's - Columbus,dennys-columbus,5812,Eating places and Restaurants,dining
Denny's - Corpus Christi,dennys-corpus-christi,5812,Eating places and Restaurants,dining
Denny's - Dallas,dennys-dallas,5812,Eating places and Restaurants,dining
Denny's - Denver,dennys-denver,5812,Eating places and Restaurants,dining
Denny's - El Paso,dennys-el-paso,5812,Eating places and Restaurants,dining
Denny's - Fort Worth,dennys-fort-worth,5812,Eating places and Restaurants,dining
Denny's - Fresno,dennys-fresno,5812,Eating places and Restaurants,dining
Denny's - Honolulu,dennys-honolulu,5812,Eating places and Restaurants,dining
Denny's - Houston,dennys-houston,5812,Eating places and Restaurants,dining
Denny's - Indianapolis,dennys-indianapolis,5812,Eating places and Restaurants,dining
Denny's - Jacksonville,dennys-jacksonville,5812,Eating places and Restaurants,dining
Denny's - Kansas City,dennys-kansas-city,5812,Eating places and Restaurants,dining
Denny's - Las Vegas,dennys-las-vegas,5812,Eating places and Restaurants,dining
Denny's - Lexington,dennys-lexington,5812,Eating places and Restaurants,dining
Denny's - Long Beach,dennys-long-beach,5812,Eating places and Restaurants,dining
Denny's - Los Angeles,dennys-los-angeles,5812,Eating places and Restaurants,dining
Denny's - Louisville,dennys-louisville,5812,Eating places and Restaurants,dining
Denny's - Memphis,dennys-memphis,5812,Eating places and Restaurants,dining
Denny's - Mesa,dennys-mesa,5812,Eating places and Restaurants,dining
Denny's - Milwaukee,dennys-milwaukee,5812,Eating places and Restaurants,dining
Denny's - Minneapolis,dennys-minneapolis,5812,Eating places and Restaurants,dining
Denny's - Nashville,dennys-nashville,5812,Eating places and Restaurants,dining
Denny's - New Orleans,dennys-new-orleans,5812,Eating places and Restaurants,dining
Denny's - New York,dennys-new-york,5812,Eating places and Restaurants,dining
Denny's - Oklahoma City,dennys-oklahoma-city,5812,Eating places and Restaurants,dining
Denny's - Omaha,dennys-omaha,5812,Eating places and Restaurants,dining
Denny's - Philadelphia,dennys-philadelphia,5812,Eating places and Restaurants,dining
Denny's - Phoenix,dennys-phoenix,5812,Eating places and Restaurants,dining
Denny's - Pittsburgh,dennys-pittsburgh,5812,Eating places and Restaurants,dining
Denny's - Portland,dennys-portland,5812,Eating places and Restaurants,dining
Denny's - Raleigh,dennys-raleigh,5812,Eating places and Restaurants,dining
Denny's - Riverside,dennys-riverside,5812,Eating places and Restaurants,dining
Denny's - Sacramento,dennys-sacramento,5812,Eating places and Restaurants,dining
Denny's - San Antonio,dennys-san-antonio,5812,Eating places and Restaurants,dining
Denny's - San Diego,dennys-san-diego,5812,Eating places and Restaurants,dining
Denny's - San Francisco,dennys-san-francisco,5812,Eating places and Restaurants,dining
Denny's - San Jose,dennys-san-jose,5812,Eating places and Restaurants,dining
Denny's - Santa Ana,dennys-santa-ana,5812,Eating places and Restaurants,dining
Denny's - Seattle,dennys-seattle,5812,Eating places and Restaurants,dining
Denny's - St. Louis,dennys-st-louis,5812,Eating places and Restaurants,dining
Denny's - St. Paul,dennys-st-paul,5812,Eating places and Restaurants,dining
Denny's - Stockton,dennys-stockton,5812,Eating places and Restaurants,dining
Denny's - Tampa,dennys-tampa,5812,Eating places and Restaurants,dining
Denny's - Tucson,dennys-tucson,5812,Eating places and Restaurants,dining
Denny's - Virginia Beach,dennys-virginia-beach,5812,Eating places and Restaurants,dining
Denny's - Washington,dennys-washington,5812,Eating places and Restaurants,dining
Denny's USA,dennys-usa,5812,Eating places and Restaurants,dining
Denver Athletic Club,denver-athletic-club,7997,"Membership Clubs (Sports, Recreation, Athletic), Country Clubs, and Private Golf Courses",entertainment
Denver Regional Transportation District (RTD),denver-regional-transportation-district-rtd,4111,"Local/Suburban Commuter Passenger Transportation – Railroads, Feries, Local Water Transportation.",transportation
Depop,depop,5999,Miscellaneous and Specialty Retail Stores,retail
Design Hotels,design-hotels,7011,"Lodging – Hotels, Motels, Resorts, Central Reservation Services (not elsewhere classified)",lodging
Destination by Hyatt,destination-by-hyatt,7011,"Lodging – Hotels, Motels, Resorts, Central Reservation Services (not elsewhere classified)",lodging
Deutsche Bahn,deutsche-bahn,4112,Passenger Railways,transportation
DHL,dhl,4215,"Courier Services – Air or Ground, Freight forwarders",transportation
Dick's Sporting Goods,dicks-sporting-goods,5941,Sporting Goods Stores,sporting_goods
Dicom Transportation,dicom-transportation,4215,"Courier Services – Air or Ground, Freight forwarders",transportation
DiDi,didi,4121,Taxicabs and Limousines,transportation
Dig,dig,5814,Fast Food Restaurants,dining
Dillard's,dillards,5311,Department Stores,retail
Dillons,dillons,5411,"Grocery Stores, Supermarkets",retail
Dine Brands,ihop-applebees,5812,Eating places and Restaurants,dining
Dippin' Dots,dippin-dots,5814,Fast Food Restaurants,dining
DirecTV,directv,4899,Cable and other pay television (previously Cable Services),utilities
DirecTV Stream,directv-stream,4899,Cable and other pay television (previously Cable Services),utilities
Discovery Cove,discovery-cove,7922,"Theatrical Producers (Except Motion Pictures), Ticket Agencies",entertainment
Discovery+,discovery,4899,Cable and other pay television (previously Cable Services),utilities
Discovery+,discovery-plus,5815,"Digital Goods: Media, Books, Movies, Music",digital
Dish Network,dish-network,4899,Cable and other pay television (previously Cable Services),utilities
Disney Springs,disney-springs,7922,"Theatrical Producers (Except Motion Pictures), Ticket Agencies",entertainment
Disney+,disney-plus,5815,"Digital Goods: Media, Books, Movies, Music",digital
Disney+,disney,4899,Cable and other pay television (previously Cable Services),utilities
Disneyland,disneyland,7922,"Theatrical Producers (Except Motion Pictures), Ticket Agencies",entertainment
Do it Best,do-it-best,5251,Hardware Stores,retail
Do it Best Hardware,do-it-best-hardware,5251,Hardware Stores,retail
Dodger Stadium,dodger-stadium,7922,"Theatrical Producers (Except Motion Pictures), Ticket Agencies",entertainment
Dollar Express,dollar-express,5331,Variety Stores,retail
Dollar General,dollar-general,5311,Department Stores,retail
Dollar Rent A Car,dollar-rent-a-car,7512,Car Rental Companies ( Not Listed Below),car_rental
Dollar Tree,dollar-tree,5311,Department Stores,retail
DollarTree.com,dollartreecom,5331,Variety Stores,retail
Dollywood,dollywood,7922,"Theatrical Producers (Except Motion Pictures), Ticket Agencies",entertainment
Domino's,dominos,5812,Eating places and Restaurants,dining
Domino's Pizza,dominos-pizza,5814,Fast Food Restaurants,dining
Domino's Pizza - Albuquerque,dominos-pizza-albuquerque,5814,Fast Food Restaurants,dining
Domino's Pizza - Anaheim,dominos-pizza-anaheim,5814,Fast Food Restaurants,dining
Domino's Pizza - Anchorage,dominos-pizza-anchorage,5814,Fast Food Restaurants,dining
Domino's Pizza - Arlington,dominos-pizza-arlington,5814,Fast Food Restaurants,dining
Domino's Pizza - Atlanta,dominos-pizza-atlanta,5814,Fast Food Restaurants,dining
Domino's Pizza - Aurora,dominos-pizza-aurora,5814,Fast Food Restaurants,dining
Domino's Pizza - Austin,dominos-pizza-austin,5814,Fast Food Restaurants,dining
Domino's Pizza - Bakersfield,dominos-pizza-bakersfield,5814,Fast Food Restaurants,dining
Domino's Pizza - Baltimore,dominos-pizza-baltimore,5814,Fast Food Restaurants,dining
Domino's Pizza - Boston,dominos-pizza-boston,5814,Fast Food Restaurants,dining
Domino's Pizza - Buffalo,dominos-pizza-buffalo,5814,Fast Food Restaurants,dining
Domino's Pizza - Charlotte,dominos-pizza-charlotte,5814,Fast Food Restaurants,dining
Domino's Pizza - Chicago,dominos-pizza-chicago,5814,Fast Food Restaurants,dining
Domino's Pizza - Chula Vista,dominos-pizza-chula-vista,5814,Fast Food Restaurants,dining
Domino's Pizza - Cincinnati,dominos-pizza-cincinnati,5814,Fast Food Restaurants,dining
Domino's Pizza - Colorado Springs,dominos-pizza-colorado-springs,5814,Fast Food Restaurants,dining
Domino's Pizza - Columbus,dominos-pizza-columbus,5814,Fast Food Restaurants,dining
Domino's Pizza - Corpus Christi,dominos-pizza-corpus-christi,5814,Fast Food Restaurants,dining
Domino's Pizza - Dallas,dominos-pizza-dallas,5814,Fast Food Restaurants,dining
Domino's Pizza - Denver,dominos-pizza-denver,5814,Fast Food Restaurants,dining
Domino's Pizza - Durham,dominos-pizza-durham,5814,Fast Food Restaurants,dining
Domino's Pizza - El Paso,dominos-pizza-el-paso,5814,Fast Food Restaurants,dining
Domino's Pizza - Fort Wayne,dominos-pizza-fort-wayne,5814,Fast Food Restaurants,dining
Domino's Pizza - Fort Worth,dominos-pizza-fort-worth,5814,Fast Food Restaurants,dining
Domino's Pizza - Fresno,dominos-pizza-fresno,5814,Fast Food Restaurants,dining
Domino's Pizza - Garland,dominos-pizza-garland,5814,Fast Food Restaurants,dining
Domino's Pizza - Glendale,dominos-pizza-glendale,5814,Fast Food Restaurants,dining
Domino's Pizza - Greensboro,dominos-pizza-greensboro,5814,Fast Food Restaurants,dining
Domino's Pizza - Henderson,dominos-pizza-henderson,5814,Fast Food Restaurants,dining
Domino's Pizza - Honolulu,dominos-pizza-honolulu,5814,Fast Food Restaurants,dining
Domino's Pizza - Houston,dominos-pizza-houston,5814,Fast Food Restaurants,dining
Domino's Pizza - Indianapolis,dominos-pizza-indianapolis,5814,Fast Food Restaurants,dining
Domino's Pizza - Jacksonville,dominos-pizza-jacksonville,5814,Fast Food Restaurants,dining
Domino's Pizza - Jersey City,dominos-pizza-jersey-city,5814,Fast Food Restaurants,dining
Domino's Pizza - Kansas City,dominos-pizza-kansas-city,5814,Fast Food Restaurants,dining
Domino's Pizza - Laredo,dominos-pizza-laredo,5814,Fast Food Restaurants,dining
Domino's Pizza - Las Vegas,dominos-pizza-las-vegas,5814,Fast Food Restaurants,dining
Domino's Pizza - Lexington,dominos-pizza-lexington,5814,Fast Food Restaurants,dining
Domino's Pizza - Lincoln,dominos-pizza-lincoln,5814,Fast Food Restaurants,dining
Domino's Pizza - Long Beach,dominos-pizza-long-beach,5814,Fast Food Restaurants,dining
Domino's Pizza - Los Angeles,dominos-pizza-los-angeles,5814,Fast Food Restaurants,dining
Domino's Pizza - Louisville,dominos-pizza-louisville,5814,Fast Food Restaurants,dining
Domino's Pizza - Lubbock,dominos-pizza-lubbock,5814,Fast Food Restaurants,dining
Domino's Pizza - Madison,dominos-pizza-madison,5814,Fast Food Restaurants,dining
Domino's Pizza - Memphis,dominos-pizza-memphis,5814,Fast Food Restaurants,dining
Domino's Pizza - Mesa,dominos-pizza-mesa,5814,Fast Food Restaurants,dining
Domino's Pizza - Milwaukee,dominos-pizza-milwaukee,5814,Fast Food Restaurants,dining
Domino's Pizza - Minneapolis,dominos-pizza-minneapolis,5814,Fast Food Restaurants,dining
Domino's Pizza - Nashville,dominos-pizza-nashville,5814,Fast Food Restaurants,dining
Domino's Pizza - New Orleans,dominos-pizza-new-orleans,5814,Fast Food Restaurants,dining
Domino's Pizza - New York,dominos-pizza-new-york,5814,Fast Food Restaurants,dining
Domino's Pizza - Newark,dominos-pizza-newark,5814,Fast Food Restaurants,dining
Domino's Pizza - Norfolk,dominos-pizza-norfolk,5814,Fast Food Restaurants,dining
Domino's Pizza - Oklahoma City,dominos-pizza-oklahoma-city,5814,Fast Food Restaurants,dining
Domino's Pizza - Omaha,dominos-pizza-omaha,5814,Fast Food Restaurants,dining
Domino's Pizza - Orlando,dominos-pizza-orlando,5814,Fast Food Restaurants,dining
Domino's Pizza - Philadelphia,dominos-pizza-philadelphia,5814,Fast Food Restaurants,dining
Domino's Pizza - Phoenix,dominos-pizza-phoenix,5814,Fast Food Restaurants,dining
Domino's Pizza - Pittsburgh,dominos-pizza-pittsburgh,5814,Fast Food Restaurants,dining
Domino's Pizza - Plano,dominos-pizza-plano,5814,Fast Food Restaurants,dining
Domino's Pizza - Portland,dominos-pizza-portland,5814,Fast Food Restaurants,dining
Domino's Pizza - Raleigh,dominos-pizza-raleigh,5814,Fast Food Restaurants,dining
Domino's Pizza - Riverside,dominos-pizza-riverside,5814,Fast Food Restaurants,dining
Domino's Pizza - Sacramento,dominos-pizza-sacramento,5814,Fast Food Restaurants,dining
Domino's Pizza - San Antonio,dominos-pizza-san-antonio,5814,Fast Food Restaurants,dining
Domino's Pizza - San Diego,dominos-pizza-san-diego,5814,Fast Food Restaurants,dining
Domino's Pizza - San Francisco,dominos-pizza-san-francisco,5814,Fast Food Restaurants,dining
Domino's Pizza - San Jose,dominos-pizza-san-jose,5814,Fast Food Restaurants,dining
Domino's Pizza - Santa Ana,dominos-pizza-santa-ana,5814,Fast Food Restaurants,dining
Domino's Pizza - Seattle,dominos-pizza-seattle,5814,Fast Food Restaurants,dining
Domino's Pizza - St. Louis,dominos-pizza-st-louis,5814,Fast Food Restaurants,dining
Domino's Pizza - St. Paul,dominos-pizza-st-paul,5814,Fast Food Restaurants,dining
Domino's Pizza - St. Petersburg,dominos-pizza-st-petersburg,5814,Fast Food Restaurants,dining
Domino's Pizza - Stockton,dominos-pizza-stockton,5814,Fast Food Restaurants,dining
Domino's Pizza - Tampa,dominos-pizza-tampa,5814,Fast Food Restaurants,dining
Domino's Pizza - Toledo,dominos-pizza-toledo,5814,Fast Food Restaurants,dining
Domino's Pizza - Tucson,dominos-pizza-tucson,5814,Fast Food Restaurants,dining
Domino's Pizza - Virginia Beach,dominos-pizza-virginia-beach,5814,Fast Food Restaurants,dining
Domino's Pizza - Washington,dominos-pizza-washington,5814,Fast Food Restaurants,dining
Domino's Pizza - Winston-Salem,dominos-pizza-winston-salem,5814,Fast Food Restaurants,dining
DoorDash,doordash,5812,Eating places and Restaurants,dining
Doubletree,doubletree,7011,"Lodging – Hotels, Motels, Resorts, Central Reservation Services (not elsewhere classified)",lodging
DoubleTree by Hilton,doubletree-by-hilton,7011,"Lodging – Hotels, Motels, Resorts, Central Reservation Services (not elsewhere classified)",lodging
DoubleTree by Hilton - Albuquerque,doubletree-by-hilton-albuquerque,7011,"Lodging – Hotels, Motels, Resorts, Central Reservation Services (not elsewhere classified)",lodging
DoubleTree by Hilton - Anaheim,doubletree-by-hilton-anaheim,7011,"Lodging – Hotels, Motels, Resorts, Central Reservation Services (not elsewhere classified)",lodging
DoubleTree by Hilton - Arlington,doubletree-by-hilton-arlington,7011,"Lodging – Hotels, Motels, Resorts, Central Reservation Services (not elsewhere classified)",lodging
DoubleTree by Hilton - Atlanta,doubletree-by-hilton-atlanta,7011,"Lodging – Hotels, Motels, Resorts, Central Reservation Services (not elsewhere classified)",lodging
DoubleTree by Hilton - Aurora,doubletree-by-hilton-aurora,7011,"Lodging – Hotels, Motels, Resorts, Central Reservation Services (not elsewhere classified)",lodging
DoubleTree by Hilton - Austin,doubletree-by-hilton-austin,7011,"Lodging – Hotels, Motels, Resorts, Central Reservation Services (not elsewhere classified)",lodging
DoubleTree by Hilton - Bakersfield,doubletree-by-hilton-bakersfield,7011,"Lodging – Hotels, Motels, Resorts, Central Reservation Services (not elsewhere classified)",lodging
DoubleTree by Hilton - Baltimore,doubletree-by-hilton-baltimore,7011,"Lodging – Hotels, Motels, Resorts, Central Reservation Services (not elsewhere classified)",lodging
DoubleTree by Hilton - Boston,doubletree-by-hilton-boston,7011,"Lodging – Hotels, Motels, Resorts, Central Reservation Services (not elsewhere classified)",lodging
DoubleTree by Hilton - Charlotte,doubletree-by-hilton-charlotte,7011,"Lodging – Hotels, Motels, Resorts, Central Reservation Services (not elsewhere classified)",lodging
DoubleTree by Hilton - Chicago,doubletree-by-hilton-chicago,7011,"Lodging – Hotels, Motels, Resorts, Central Reservation Services (not elsewhere classified)",lodging
DoubleTree by Hilton - Colorado Springs,doubletree-by-hilton-colorado-springs,7011,"Lodging – Hotels, Motels, Resorts, Central Reservation Services (not elsewhere classified)",lodging
DoubleTree by Hilton - Columbus,doubletree-by-hilton-columbus,7011,"Lodging – Hotels, Motels, Resorts, Central Reservation Services (not elsewhere classified)",lodging
DoubleTree by Hilton - Dallas,doubletree-by-hilton-dallas,7011,"Lodging – Hotels, Motels, Resorts, Central Reservation Services (not elsewhere classified)",lodging
DoubleTree by Hilton - Denver,doubletree-by-hilton-denver,7011,"Lodging – Hotels, Motels, Resorts, Central Reservation Services (not elsewhere classified)",lodging
DoubleTree by Hilton - El Paso,doubletree-by-hilton-el-paso,7011,"Lodging – Hotels, Motels, Resorts, Central Reservation Services (not elsewhere classified)",lodging
DoubleTree by Hilton - Fort Worth,doubletree-by-hilton-fort-worth,7011,"Lodging – Hotels, Motels, Resorts, Central Reservation Services (not elsewhere classified)",lodging
DoubleTree by Hilton - Fresno,doubletree-by-hilton-fresno,7011,"Lodging – Hotels, Motels, Resorts, Central Reservation Services (not elsewhere classified)",lodging
DoubleTree by Hilton - Honolulu,doubletree-by-hilton-honolulu,7011,"Lodging – Hotels, Motels, Resorts, Central Reservation Services (not elsewhere classified)",lodging
DoubleTree by Hilton - Houston,doubletree-by-hilton-houston,7011,"Lodging – Hotels, Motels, Resorts, Central Reservation Services (not elsewhere classified)",lodging
DoubleTree by Hilton - Indianapolis,doubletree-by-hilton-indianapolis,7011,"Lodging – Hotels, Motels, Resorts, Central Reservation Services (not elsewhere classified)",lodging
DoubleTree by Hilton - Jacksonville,doubletree-by-hilton-jacksonville,7011,"Lodging – Hotels, Motels, Resorts, Central Reservation Services (not elsewhere classified)",lodging
DoubleTree by Hilton - Kansas City,doubletree-by-hilton-kansas-city,7011,"Lodging – Hotels, Motels, Resorts, Central Reservation Services (not elsewhere classified)",lodging
DoubleTree by Hilton - Las Vegas,doubletree-by-hilton-las-vegas,7011,"Lodging – Hotels, Motels, Resorts, Central Reservation Services (not elsewhere classified)",lodging
DoubleTree by Hilton - Long Beach,doubletree-by-hilton-long-beach,7011,"Lodging – Hotels, Motels, Resorts, Central Reservation Services (not elsewhere classified)",lodging
DoubleTree by Hilton - Los Angeles,doubletree-by-hilton-los-angeles,7011,"Lodging – Hotels, Motels, Resorts, Central Reservation Services (not elsewhere classified)",lodging
DoubleTree by Hilton - Louisville,doubletree-by-hilton-louisville,7011,"Lodging – Hotels, Motels, Resorts, Central Reservation Services (not elsewhere classified)",lodging
DoubleTree by Hilton - Memphis,doubletree-by-hilton-memphis,7011,"Lodging – Hotels, Motels, Resorts, Central Reservation Services (not elsewhere classified)",lodging
DoubleTree by Hilton - Mesa,doubletree-by-hilton-mesa,7011,"Lodging – Hotels, Motels, Resorts, Central Reservation Services (not elsewhere classified)",lodging
DoubleTree by Hilton - Milwaukee,doubletree-by-hilton-milwaukee,7011,"Lodging – Hotels, Motels, Resorts, Central Reservation Services (not elsewhere classified)",lodging
DoubleTree by Hilton - Minneapolis,doubletree-by-hilton-minneapolis,7011,"Lodging – Hotels, Motels, Resorts, Central Reservation Services (not elsewhere classified)",lodging
DoubleTree by Hilton - Nashville,doubletree-by-hilton-nashville,7011,"Lodging – Hotels, Motels, Resorts, Central Reservation Services (not elsewhere classified)",lodging
DoubleTree by Hilton - New Orleans,doubletree-by-hilton-new-orleans,7011,"Lodging – Hotels, Motels, Resorts, Central Reservation Services (not elsewhere classified)",lodging
DoubleTree by Hilton - New York,doubletree-by-hilton-new-york,7011,"Lodging – Hotels, Motels, Resorts, Central Reservation Services (not elsewhere classified)",lodging
DoubleTree by Hilton - Oklahoma City,doubletree-by-hilton-oklahoma-city,7011,"Lodging – Hotels, Motels, Resorts, Central Reservation Services (not elsewhere classified)",lodging
DoubleTree by Hilton - Omaha,doubletree-by-hilton-omaha,7011,"Lodging – Hotels, Motels, Resorts, Central Reservation Services (not elsewhere classified)",lodging
DoubleTree by Hilton - Philadelphia,doubletree-by-hilton-philadelphia,7011,"Lodging – Hotels, Motels, Resorts, Central Reservation Services (not elsewhere classified)",lodging
DoubleTree by Hilton - Phoenix,doubletree-by-hilton-phoenix,7011,"Lodging – Hotels, Motels, Resorts, Central Reservation Services (not elsewhere classified)",lodging
DoubleTree by Hilton - Portland,doubletree-by-hilton-portland,7011,"Lodging – Hotels, Motels, Resorts, Central Reservation Services (not elsewhere classified)",lodging
DoubleTree by Hilton - Raleigh,doubletree-by-hilton-raleigh,7011,"Lodging – Hotels, Motels, Resorts, Central Reservation Services (not elsewhere classified)",lodging
DoubleTree by Hilton - Sacramento,doubletree-by-hilton-sacramento,7011,"Lodging – Hotels, Motels, Resorts, Central Reservation Services (not elsewhere classified)",lodging
DoubleTree by Hilton - San Antonio,doubletree-by-hilton-san-antonio,7011,"Lodging – Hotels, Motels, Resorts, Central Reservation Services (not elsewhere classified)",lodging
DoubleTree by Hilton - San Diego,doubletree-by-hilton-san-diego,7011,"Lodging – Hotels, Motels, Resorts, Central Reservation Services (not elsewhere classified)",lodging
DoubleTree by Hilton - San Francisco,doubletree-by-hilton-san-francisco,7011,"Lodging – Hotels, Motels, Resorts, Central Reservation Services (not elsewhere classified)",lodging
DoubleTree by Hilton - San Jose,doubletree-by-hilton-san-jose,7011,"Lodging – Hotels, Motels, Resorts, Central Reservation Services (not elsewhere classified)",lodging
DoubleTree by Hilton - Seattle,doubletree-by-hilton-seattle,7011,"Lodging – Hotels, Motels, Resorts, Central Reservation Services (not elsewhere classified)",lodging
DoubleTree by Hilton - Tampa,doubletree-by-hilton-tampa,7011,"Lodging – Hotels, Motels, Resorts, Central Reservation Services (not elsewhere classified)",lodging
DoubleTree by Hilton - Tucson,doubletree-by-hilton-tucson,7011,"Lodging – Hotels, Motels, Resorts, Central Reservation Services (not elsewhere classified)",lodging
DoubleTree by Hilton - Virginia Beach,doubletree-by-hilton-virginia-beach,7011,"Lodging – Hotels, Motels, Resorts, Central Reservation Services (not elsewhere classified)",lodging
DoubleTree by Hilton - Washington,doubletree-by-hilton-washington,7011,"Lodging – Hotels, Motels, Resorts, Central Reservation Services (not elsewhere classified)",lodging
Dreams Resorts & Spas,dreams-resorts-spas,7011,"Lodging – Hotels, Motels, Resorts, Central Reservation Services (not elsewhere classified)",lodging
Dropbox,dropbox,5734,Computer Software Stores,software
Drury Hotels,drury-hotels,7011,"Lodging – Hotels, Motels, Resorts, Central Reservation Services (not elsewhere classified)",lodging
Drury Inn & Suites,drury-inn-suites,7011,"Lodging – Hotels, Motels, Resorts, Central Reservation Services (not elsewhere classified)",lodging
Duane Reade,duane-reade,5912,Drug Stores and Pharmacies,pharmacy
Duffy's Sports Grill,duffys-sports-grill,5812,Eating places and Restaurants,dining
Dunham's Sports,dunhams-sports,5311,Department Stores,retail
Dunkin',dunkin,5812,Eating places and Restaurants,dining
Dunkin' - Albuquerque,dunkin-albuquerque,5814,Fast Food Restaurants,dining
Dunkin' - Anaheim,dunkin-anaheim,5814,Fast Food Restaurants,dining
Dunkin' - Anchorage,dunkin-anchorage,5814,Fast Food Restaurants,dining
Dunkin' - Arlington,dunkin-arlington,5814,Fast Food Restaurants,dining
Dunkin' - Atlanta,dunkin-atlanta,5814,Fast Food Restaurants,dining
Dunkin' - Aurora,dunkin-aurora,5814,Fast Food Restaurants,dining
